,cluster
0,0
1,0
2,0
3,0
4,0
5,0
6,1
7,0
8,2
9,2
10,0
11,2
12,2
13,1
14,2
15,0
16,0
17,0
18,2
19,2
20,2
21,0
22,0
23,0
24,2
25,0
26,0
27,0
28,2
29,0
30,0
31,2
32,0
33,1
34,0
35,1
36,2
37,2
38,0
39,0
40,1
41,1
42,1
43,2
44,1
45,0
46,0
47,2
48,0
49,0
50,0
51,0
52,0
53,2
54,1
55,1
56,0
57,1
58,0
59,0
60,2
61,2
62,2
63,1
64,0
65,0
66,2
67,2
68,2
69,2
70,0
71,2
72,0
73,2
74,0
75,2
76,2
77,2
78,0
79,1
80,1
81,0
82,1
83,0
84,0
85,0
86,0
87,0
88,0
89,2
90,0
91,0
92,0
93,0
94,2
95,1
96,2
97,0
98,2
99,2
100,1
101,0
102,0
103,1
104,0
105,0
106,0
107,2
108,2
109,2
110,0
111,1
112,2
113,2
114,0
115,0
116,1
117,1
118,0
119,0
120,1
121,1
122,2
123,0
124,2
125,0
126,0
127,2
128,1
129,2
130,1
131,0
132,1
133,0
134,0
135,0
136,0
137,0
138,2
139,0
140,1
141,1
142,0
143,1
144,2
145,0
146,0
147,0
148,2
149,0
