,cluster
0,2
1,2
2,1
3,2
4,2
5,0
6,1
7,1
8,1
9,0
10,0
11,0
12,1
13,0
14,1
15,0
16,0
17,0
18,1
19,1
20,1
21,0
22,1
23,2
24,1
25,2
26,0
27,2
28,0
29,1
30,2
31,1
32,2
33,0
34,0
35,0
36,0
37,2
38,0
39,1
40,1
41,1
42,1
43,2
44,0
45,1
46,0
47,1
48,1
49,1
50,0
51,2
52,1
53,1
54,2
55,0
56,1
57,2
58,2
59,2
60,2
61,1
62,0
63,0
64,0
65,2
66,1
67,0
68,2
69,0
70,2
71,2
72,2
73,0
74,1
75,0
76,2
77,0
78,0
79,2
80,1
81,1
82,1
83,0
84,1
85,0
86,0
87,1
88,1
89,1
90,0
91,2
92,0
93,0
94,2
95,2
96,0
97,0
98,2
99,1
100,0
101,1
102,1
103,2
104,1
105,0
106,0
107,0
108,1
109,2
110,0
111,1
112,1
113,1
114,0
115,0
116,0
117,2
118,2
119,1
120,0
121,2
122,0
123,1
124,2
125,0
126,2
127,2
128,0
129,1
130,1
131,0
132,1
133,0
134,0
135,2
136,1
137,0
138,0
139,2
140,2
141,2
142,2
143,0
144,2
145,1
146,0
147,2
148,1
149,0
150,1
151,2
152,0
153,1
154,0
155,0
156,1
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,1
165,1
166,0
167,1
168,1
169,2
170,1
171,1
172,2
173,0
174,2
175,0
176,1
177,2
178,2
179,2
180,1
181,1
182,0
183,2
184,2
185,2
186,1
187,2
188,0
189,0
190,0
191,2
192,1
193,0
194,0
195,1
196,0
197,2
198,1
199,0
200,1
201,0
202,2
203,1
204,1
205,0
206,2
207,1
208,1
209,2
210,0
211,0
212,2
213,1
214,0
215,2
216,2
217,2
218,1
219,1
220,0
221,0
222,1
223,0
224,0
225,0
226,0
227,1
228,0
229,0
230,1
231,2
232,0
233,2
234,0
235,2
236,1
237,1
238,0
239,2
240,0
241,2
242,2
243,1
244,1
245,0
246,0
247,1
248,2
249,0
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,2
258,0
259,2
260,1
261,2
262,1
263,0
264,1
265,0
266,1
267,1
268,0
269,2
270,1
271,0
272,1
273,0
274,0
275,2
276,2
277,1
278,1
279,2
280,1
281,1
282,1
283,2
284,2
285,0
286,2
287,2
288,1
289,1
290,1
291,1
292,0
293,2
294,2
295,1
296,1
297,2
298,0
299,1
300,0
301,2
302,0
303,2
304,2
305,1
306,1
307,0
308,1
309,0
310,0
311,0
312,1
313,2
314,0
315,0
316,1
317,0
318,0
319,0
320,1
321,2
322,0
323,1
324,0
325,0
326,1
327,0
328,1
329,1
330,0
331,0
332,1
333,0
334,1
335,0
336,2
337,2
338,0
339,0
340,2
341,1
342,1
343,0
344,1
345,1
346,1
347,1
348,1
349,2
350,0
351,1
352,0
353,0
354,2
355,1
356,0
357,0
358,1
359,2
360,2
361,1
362,1
363,1
364,2
365,2
366,0
367,1
368,0
369,1
370,1
371,1
372,0
373,0
374,2
375,0
376,0
377,0
378,0
379,1
380,0
381,1
382,0
383,0
384,0
385,0
386,2
387,1
388,2
389,1
390,1
391,2
392,0
393,1
394,1
395,0
396,0
397,0
398,2
399,2
400,1
401,1
402,1
403,1
404,0
405,1
406,1
407,1
408,1
409,1
410,0
411,1
412,2
413,2
414,0
415,1
416,0
417,0
418,2
419,1
420,1
421,0
422,0
423,1
424,0
425,0
426,1
427,0
428,0
429,2
430,2
431,2
432,0
433,1
434,0
435,0
436,1
437,2
438,1
439,2
440,0
441,1
442,1
443,1
444,0
445,2
446,1
447,0
448,0
449,0
450,2
451,1
452,1
453,1
454,2
455,2
456,0
457,2
458,0
459,0
460,0
461,2
462,1
463,0
464,1
465,2
466,2
467,0
468,2
469,0
470,0
471,0
472,2
473,1
474,1
475,0
476,0
477,2
478,0
479,2
480,2
481,1
482,2
483,1
484,2
485,0
486,1
487,1
488,1
489,2
490,1
491,2
492,1
493,1
494,1
495,0
496,0
497,1
498,0
499,0
500,0
501,1
502,1
503,1
504,1
505,0
506,1
507,2
508,1
509,0
510,1
511,2
512,1
513,1
514,1
515,1
516,0
517,0
518,0
519,2
520,1
521,0
522,0
523,0
524,2
525,1
526,0
527,0
528,0
529,2
530,0
531,2
532,0
533,0
534,1
535,0
536,2
537,0
538,0
539,0
540,2
541,0
542,0
543,1
544,1
545,0
546,1
